sku,old_sku,location,shopify_location_id,total_qty_to_restore,po_numbers
806993579499,OLD-806993579499,MTL09,gid://shopify/Location/107681939766,4,PO-A088
806993579499,OLD-806993579499,MTL10,gid://shopify/Location/60899721289,4,PO-A087
806993579499,OLD-806993579499,OTT02,gid://shopify/Location/35316498505,4,PO-A085
806993579505,OLD-806993579505,MTL04,gid://shopify/Location/20829700169,4,PO-A093
806993579505,OLD-806993579505,MTL05,gid://shopify/Location/107681481014,4,PO-A092
806993579505,OLD-806993579505,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993579505,OLD-806993579505,MTL08,gid://shopify/Location/107681874230,4,PO-A089
806993579505,OLD-806993579505,MTL09,gid://shopify/Location/107681939766,4,PO-A088
806993579505,OLD-806993579505,MTL10,gid://shopify/Location/60899721289,4,PO-A087
806993579505,OLD-806993579505,MTL11,gid://shopify/Location/107681972534,4,PO-A086
806993579505,OLD-806993579505,OTT02,gid://shopify/Location/35316498505,4,PO-A085
806993579505,OLD-806993579505,QC01,gid://shopify/Location/107682201910,4,PO-A083
806993579550,OLD-806993579550,MTL03,gid://shopify/Location/107681448246,4,PO-A094
806993579550,OLD-806993579550,MTL04,gid://shopify/Location/20829700169,4,PO-A093
806993579550,OLD-806993579550,MTL08,gid://shopify/Location/107681874230,4,PO-A089
806993579550,OLD-806993579550,MTL10,gid://shopify/Location/60899721289,4,PO-A087
806993579550,OLD-806993579550,MTL11,gid://shopify/Location/107681972534,4,PO-A086
806993579550,OLD-806993579550,OTT02,gid://shopify/Location/35316498505,4,PO-A085
806993579550,OLD-806993579550,QC01,gid://shopify/Location/107682201910,4,PO-A083
806993579598,OLD-806993579598,MTL05,gid://shopify/Location/107681481014,4,PO-A092
806993579598,OLD-806993579598,MTL06,gid://shopify/Location/107681841462,4,PO-A091
806993579598,OLD-806993579598,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993579598,OLD-806993579598,MTL08,gid://shopify/Location/107681874230,6,PO-A089
806993579598,OLD-806993579598,QC01,gid://shopify/Location/107682201910,4,PO-A083
806993579604,OLD-806993579604,EDM01,gid://shopify/Location/105568469302,4,PO-A082
806993579604,OLD-806993579604,MTL01,gid://shopify/Location/107681349942,4,PO-A096
806993579604,OLD-806993579604,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993579604,OLD-806993579604,MTL08,gid://shopify/Location/107681874230,6,PO-A089
806993579604,OLD-806993579604,MTL09,gid://shopify/Location/107681939766,4,PO-A088
806993579659,OLD-806993579659,MTL01,gid://shopify/Location/107681349942,4,PO-A096
806993579659,OLD-806993579659,MTL09,gid://shopify/Location/107681939766,4,PO-A088
806993579659,OLD-806993579659,MTL10,gid://shopify/Location/60899721289,4,PO-A087
806993579659,OLD-806993579659,MTL11,gid://shopify/Location/107681972534,4,PO-A086
806993579659,OLD-806993579659,OTT02,gid://shopify/Location/35316498505,4,PO-A085
806993579659,OLD-806993579659,QC01,gid://shopify/Location/107682201910,4,PO-A083
806993594928,OLD-806993594928,MTL02,gid://shopify/Location/107681382710,4,PO-A095
806993594928,OLD-806993594928,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993594928,OLD-806993594928,MTL11,gid://shopify/Location/107681972534,4,PO-A086
806993594928,OLD-806993594928,OTT02,gid://shopify/Location/35316498505,4,PO-A085
806993594935,OLD-806993594935,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993594935,OLD-806993594935,MTL08,gid://shopify/Location/107681874230,4,PO-A089
806993594959,OLD-806993594959,EDM01,gid://shopify/Location/105568469302,4,PO-A082
806993594959,OLD-806993594959,MTL03,gid://shopify/Location/107681448246,4,PO-A094
806993594959,OLD-806993594959,MTL05,gid://shopify/Location/107681481014,4,PO-A092
806993594959,OLD-806993594959,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993594959,OLD-806993594959,MTL08,gid://shopify/Location/107681874230,4,PO-A089
806993594959,OLD-806993594959,MTL09,gid://shopify/Location/107681939766,4,PO-A088
806993594980,OLD-806993594980,EDM01,gid://shopify/Location/105568469302,4,PO-A082
806993594980,OLD-806993594980,MTL06,gid://shopify/Location/107681841462,4,PO-A091
806993594980,OLD-806993594980,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993594980,OLD-806993594980,MTL08,gid://shopify/Location/107681874230,4,PO-A089
806993594997,OLD-806993594997,MTL02,gid://shopify/Location/107681382710,4,PO-A095
806993594997,OLD-806993594997,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993594997,OLD-806993594997,MTL08,gid://shopify/Location/107681874230,4,PO-A089
806993594997,OLD-806993594997,MTL10,gid://shopify/Location/60899721289,4,PO-A087
806993595017,OLD-806993595017,MTL01,gid://shopify/Location/107681349942,4,PO-A096
806993595017,OLD-806993595017,MTL02,gid://shopify/Location/107681382710,4,PO-A095
806993595017,OLD-806993595017,MTL03,gid://shopify/Location/107681448246,4,PO-A094
806993595017,OLD-806993595017,MTL06,gid://shopify/Location/107681841462,4,PO-A091
806993595017,OLD-806993595017,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993595017,OLD-806993595017,MTL08,gid://shopify/Location/107681874230,4,PO-A089
806993595017,OLD-806993595017,MTL09,gid://shopify/Location/107681939766,4,PO-A088
806993595017,OLD-806993595017,OTT02,gid://shopify/Location/35316498505,4,PO-A085
806993599817,OLD-806993599817,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993599824,OLD-806993599824,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993599824,OLD-806993599824,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993599824,OLD-806993599824,QC01,gid://shopify/Location/107682201910,3,PO-A083
806993599855,OLD-806993599855,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993599862,OLD-806993599862,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993599879,OLD-806993599879,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993599879,OLD-806993599879,MTL04,gid://shopify/Location/20829700169,3,PO-A093
806993599879,OLD-806993599879,MTL06,gid://shopify/Location/107681841462,3,PO-A091
806993599879,OLD-806993599879,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993599879,OLD-806993599879,QC01,gid://shopify/Location/107682201910,3,PO-A083
806993599886,OLD-806993599886,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993599893,OLD-806993599893,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993599893,OLD-806993599893,MTL04,gid://shopify/Location/20829700169,3,PO-A093
806993599893,OLD-806993599893,OTT02,gid://shopify/Location/35316498505,3,PO-A085
806993599909,OLD-806993599909,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993599916,OLD-806993599916,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993599916,OLD-806993599916,MTL02,gid://shopify/Location/107681382710,3,PO-A095
806993599916,OLD-806993599916,MTL08,gid://shopify/Location/107681874230,3,PO-A089
806993599916,OLD-806993599916,MTL11,gid://shopify/Location/107681972534,3,PO-A086
806993599916,OLD-806993599916,QC01,gid://shopify/Location/107682201910,3,PO-A083
806993599923,OLD-806993599923,EDM01,gid://shopify/Location/105568469302,3,PO-A082
806993599923,OLD-806993599923,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993599923,OLD-806993599923,MTL02,gid://shopify/Location/107681382710,3,PO-A095
806993599923,OLD-806993599923,MTL04,gid://shopify/Location/20829700169,3,PO-A093
806993599923,OLD-806993599923,MTL06,gid://shopify/Location/107681841462,3,PO-A091
806993599923,OLD-806993599923,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993599923,OLD-806993599923,MTL08,gid://shopify/Location/107681874230,3,PO-A089
806993599923,OLD-806993599923,QC01,gid://shopify/Location/107682201910,6,PO-A083
806993599954,OLD-806993599954,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993599954,OLD-806993599954,MTL06,gid://shopify/Location/107681841462,3,PO-A091
806993599954,OLD-806993599954,MTL08,gid://shopify/Location/107681874230,3,PO-A089
806993599961,OLD-806993599961,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993599961,OLD-806993599961,MTL06,gid://shopify/Location/107681841462,3,PO-A091
806993599961,OLD-806993599961,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993599961,OLD-806993599961,OTT02,gid://shopify/Location/35316498505,3,PO-A085
806993599961,OLD-806993599961,QC01,gid://shopify/Location/107682201910,3,PO-A083
806993599978,OLD-806993599978,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993599985,OLD-806993599985,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993599992,OLD-806993599992,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993599992,OLD-806993599992,MTL01,gid://shopify/Location/107681349942,3,PO-A096
806993599992,OLD-806993599992,MTL02,gid://shopify/Location/107681382710,3,PO-A095
806993599992,OLD-806993599992,MTL10,gid://shopify/Location/60899721289,3,PO-A087
806993599992,OLD-806993599992,MTL11,gid://shopify/Location/107681972534,3,PO-A086
806993600001,OLD-806993600001,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993600001,OLD-806993600001,MTL01,gid://shopify/Location/107681349942,3,PO-A096
806993600001,OLD-806993600001,MTL08,gid://shopify/Location/107681874230,3,PO-A089
806993600001,OLD-806993600001,QC01,gid://shopify/Location/107682201910,3,PO-A083
806993601312,OLD-806993601312,MTL10,gid://shopify/Location/60899721289,10,PO-A087
806993601329,OLD-806993601329,MTL09,gid://shopify/Location/107681939766,10,PO-A088
806993601329,OLD-806993601329,MTL11,gid://shopify/Location/107681972534,10,PO-A086
806993601336,OLD-806993601336,MTL06,gid://shopify/Location/107681841462,10,PO-A091
806993601336,OLD-806993601336,MTL09,gid://shopify/Location/107681939766,10,PO-A088
806993601336,OLD-806993601336,MTL10,gid://shopify/Location/60899721289,10,PO-A087
806993601343,OLD-806993601343,MTL10,gid://shopify/Location/60899721289,10,PO-A087
806993601374,OLD-806993601374,MTL03,gid://shopify/Location/107681448246,10,PO-A094
806993601374,OLD-806993601374,MTL06,gid://shopify/Location/107681841462,10,PO-A091
806993601374,OLD-806993601374,MTL07,gid://shopify/Location/35316531273,10,PO-A090
806993601374,OLD-806993601374,MTL08,gid://shopify/Location/107681874230,10,PO-A089
806993601374,OLD-806993601374,MTL09,gid://shopify/Location/107681939766,10,PO-A088
806993601374,OLD-806993601374,MTL10,gid://shopify/Location/60899721289,10,PO-A087
806993601374,OLD-806993601374,MTL11,gid://shopify/Location/107681972534,10,PO-A086
806993601374,OLD-806993601374,QC01,gid://shopify/Location/107682201910,10,PO-A083
806993601404,OLD-806993601404,MTL08,gid://shopify/Location/107681874230,10,PO-A089
806993601428,OLD-806993601428,MTL04,gid://shopify/Location/20829700169,10,PO-A093
806993601435,OLD-806993601435,MTL07,gid://shopify/Location/35316531273,10,PO-A090
806993601435,OLD-806993601435,MTL09,gid://shopify/Location/107681939766,10,PO-A088
806993601435,OLD-806993601435,MTL10,gid://shopify/Location/60899721289,10,PO-A087
806993601435,OLD-806993601435,OTT02,gid://shopify/Location/35316498505,10,PO-A085
806993601435,OLD-806993601435,QC01,gid://shopify/Location/107682201910,10,PO-A083
806993601459,OLD-806993601459,MTL07,gid://shopify/Location/35316531273,10,PO-A090
806993601459,OLD-806993601459,MTL08,gid://shopify/Location/107681874230,10,PO-A089
806993601473,OLD-806993601473,MTL08,gid://shopify/Location/107681874230,10,PO-A089
806993601473,OLD-806993601473,QC01,gid://shopify/Location/107682201910,10,PO-A083
806993601480,OLD-806993601480,MTL07,gid://shopify/Location/35316531273,10,PO-A090
806993601480,OLD-806993601480,MTL10,gid://shopify/Location/60899721289,10,PO-A087
806993601480,OLD-806993601480,OTT02,gid://shopify/Location/35316498505,10,PO-A085
806993601497,OLD-806993601497,MTL03,gid://shopify/Location/107681448246,10,PO-A094
806993601497,OLD-806993601497,MTL10,gid://shopify/Location/60899721289,10,PO-A087
806993601534,OLD-806993601534,MTL03,gid://shopify/Location/107681448246,10,PO-A094
806993601534,OLD-806993601534,MTL08,gid://shopify/Location/107681874230,10,PO-A089
806993601534,OLD-806993601534,MTL09,gid://shopify/Location/107681939766,10,PO-A088
806993601534,OLD-806993601534,MTL10,gid://shopify/Location/60899721289,10,PO-A087
806993601534,OLD-806993601534,QC01,gid://shopify/Location/107682201910,10,PO-A083
806993601558,OLD-806993601558,MTL10,gid://shopify/Location/60899721289,10,PO-A087
806993601565,OLD-806993601565,MTL08,gid://shopify/Location/107681874230,10,PO-A089
806993601572,OLD-806993601572,MTL02,gid://shopify/Location/107681382710,10,PO-A095
806993601572,OLD-806993601572,MTL06,gid://shopify/Location/107681841462,10,PO-A091
806993601572,OLD-806993601572,MTL08,gid://shopify/Location/107681874230,10,PO-A089
806993601572,OLD-806993601572,MTL10,gid://shopify/Location/60899721289,10,PO-A087
806993601619,OLD-806993601619,MTL07,gid://shopify/Location/35316531273,10,PO-A090
806993601619,OLD-806993601619,MTL08,gid://shopify/Location/107681874230,10,PO-A089
806993601619,OLD-806993601619,MTL10,gid://shopify/Location/60899721289,10,PO-A087
806993604597,OLD-806993604597,MTL01,gid://shopify/Location/107681349942,3,PO-A096
806993604597,OLD-806993604597,OTT02,gid://shopify/Location/35316498505,3,PO-A085
806993607871,OLD-806993607871,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993607871,OLD-806993607871,MTL08,gid://shopify/Location/107681874230,3,PO-A089
806993607871,OLD-806993607871,MTL11,gid://shopify/Location/107681972534,3,PO-A086
806993607888,OLD-806993607888,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993607888,OLD-806993607888,MTL11,gid://shopify/Location/107681972534,3,PO-A086
806993607918,OLD-806993607918,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993607918,OLD-806993607918,MTL10,gid://shopify/Location/60899721289,3,PO-A087
806993607925,OLD-806993607925,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993607925,OLD-806993607925,MTL03,gid://shopify/Location/107681448246,3,PO-A094
806993607925,OLD-806993607925,MTL07,gid://shopify/Location/35316531273,3,PO-A090
806993607956,OLD-806993607956,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993607963,OLD-806993607963,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993607963,OLD-806993607963,QC01,gid://shopify/Location/107682201910,3,PO-A083
806993607994,OLD-806993607994,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993607994,OLD-806993607994,MTL02,gid://shopify/Location/107681382710,3,PO-A095
806993608007,OLD-806993608007,HQ,gid://shopify/Location/110138032438,10,PO-A097
806993608007,OLD-806993608007,MTL06,gid://shopify/Location/107681841462,3,PO-A091
806993608007,OLD-806993608007,MTL07,gid://shopify/Location/35316531273,3,PO-A090
806993610659,OLD-806993610659,EDM01,gid://shopify/Location/105568469302,3,PO-A082
806993610666,OLD-806993610666,MTL04,gid://shopify/Location/20829700169,3,PO-A093
806993610666,OLD-806993610666,MTL08,gid://shopify/Location/107681874230,3,PO-A089
806993610666,OLD-806993610666,MTL11,gid://shopify/Location/107681972534,3,PO-A086
806993610772,OLD-806993610772,MTL02,gid://shopify/Location/107681382710,3,PO-A095
806993610772,OLD-806993610772,MTL08,gid://shopify/Location/107681874230,3,PO-A089
806993610789,OLD-806993610789,QC01,gid://shopify/Location/107682201910,3,PO-A083
806993610833,OLD-806993610833,MTL02,gid://shopify/Location/107681382710,3,PO-A095
806993610840,OLD-806993610840,MTL06,gid://shopify/Location/107681841462,3,PO-A091
806993610840,OLD-806993610840,MTL07,gid://shopify/Location/35316531273,3,PO-A090
806993610840,OLD-806993610840,MTL09,gid://shopify/Location/107681939766,3,PO-A088
806993618686,OLD-806993618686,MTL01,gid://shopify/Location/107681349942,4,PO-A096
806993618686,OLD-806993618686,MTL02,gid://shopify/Location/107681382710,4,PO-A095
806993618686,OLD-806993618686,MTL03,gid://shopify/Location/107681448246,4,PO-A094
806993618686,OLD-806993618686,MTL05,gid://shopify/Location/107681481014,4,PO-A092
806993618686,OLD-806993618686,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993618686,OLD-806993618686,MTL08,gid://shopify/Location/107681874230,4,PO-A089
806993618686,OLD-806993618686,MTL09,gid://shopify/Location/107681939766,4,PO-A088
806993618686,OLD-806993618686,MTL10,gid://shopify/Location/60899721289,4,PO-A087
806993618686,OLD-806993618686,MTL11,gid://shopify/Location/107681972534,4,PO-A086
806993618693,OLD-806993618693,EDM01,gid://shopify/Location/105568469302,4,PO-A082
806993618693,OLD-806993618693,MTL03,gid://shopify/Location/107681448246,4,PO-A094
806993618693,OLD-806993618693,MTL05,gid://shopify/Location/107681481014,4,PO-A092
806993618693,OLD-806993618693,MTL06,gid://shopify/Location/107681841462,4,PO-A091
806993618693,OLD-806993618693,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993618693,OLD-806993618693,MTL08,gid://shopify/Location/107681874230,4,PO-A089
806993618693,OLD-806993618693,MTL09,gid://shopify/Location/107681939766,4,PO-A088
806993618693,OLD-806993618693,MTL10,gid://shopify/Location/60899721289,4,PO-A087
806993618693,OLD-806993618693,MTL11,gid://shopify/Location/107681972534,4,PO-A086
806993618693,OLD-806993618693,OTT02,gid://shopify/Location/35316498505,4,PO-A085
806993618723,OLD-806993618723,MTL01,gid://shopify/Location/107681349942,4,PO-A096
806993618723,OLD-806993618723,MTL02,gid://shopify/Location/107681382710,4,PO-A095
806993618723,OLD-806993618723,MTL03,gid://shopify/Location/107681448246,4,PO-A094
806993618723,OLD-806993618723,MTL06,gid://shopify/Location/107681841462,4,PO-A091
806993618723,OLD-806993618723,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993618723,OLD-806993618723,MTL08,gid://shopify/Location/107681874230,4,PO-A089
806993618723,OLD-806993618723,MTL10,gid://shopify/Location/60899721289,4,PO-A087
806993618723,OLD-806993618723,OTT02,gid://shopify/Location/35316498505,4,PO-A085
806993618723,OLD-806993618723,QC01,gid://shopify/Location/107682201910,4,PO-A083
806993618761,OLD-806993618761,MTL01,gid://shopify/Location/107681349942,4,PO-A096
806993618761,OLD-806993618761,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993618761,OLD-806993618761,MTL08,gid://shopify/Location/107681874230,4,PO-A089
806993618761,OLD-806993618761,MTL10,gid://shopify/Location/60899721289,4,PO-A087
806993618761,OLD-806993618761,OTT02,gid://shopify/Location/35316498505,4,PO-A085
806993618778,OLD-806993618778,EDM01,gid://shopify/Location/105568469302,4,PO-A082
806993618778,OLD-806993618778,MTL01,gid://shopify/Location/107681349942,4,PO-A096
806993618778,OLD-806993618778,MTL02,gid://shopify/Location/107681382710,4,PO-A095
806993618778,OLD-806993618778,MTL04,gid://shopify/Location/20829700169,4,PO-A093
806993618778,OLD-806993618778,MTL05,gid://shopify/Location/107681481014,4,PO-A092
806993618778,OLD-806993618778,MTL06,gid://shopify/Location/107681841462,4,PO-A091
806993618778,OLD-806993618778,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993618778,OLD-806993618778,MTL08,gid://shopify/Location/107681874230,4,PO-A089
806993618778,OLD-806993618778,MTL09,gid://shopify/Location/107681939766,4,PO-A088
806993618778,OLD-806993618778,MTL10,gid://shopify/Location/60899721289,4,PO-A087
806993618778,OLD-806993618778,MTL11,gid://shopify/Location/107681972534,4,PO-A086
806993618778,OLD-806993618778,OTT02,gid://shopify/Location/35316498505,4,PO-A085
806993618778,OLD-806993618778,QC01,gid://shopify/Location/107682201910,4,PO-A083
806993618808,OLD-806993618808,MTL01,gid://shopify/Location/107681349942,4,PO-A096
806993618808,OLD-806993618808,MTL02,gid://shopify/Location/107681382710,4,PO-A095
806993618808,OLD-806993618808,MTL04,gid://shopify/Location/20829700169,4,PO-A093
806993618808,OLD-806993618808,MTL05,gid://shopify/Location/107681481014,4,PO-A092
806993618808,OLD-806993618808,MTL06,gid://shopify/Location/107681841462,4,PO-A091
806993618808,OLD-806993618808,MTL07,gid://shopify/Location/35316531273,4,PO-A090
806993618808,OLD-806993618808,MTL08,gid://shopify/Location/107681874230,4,PO-A089
806993618808,OLD-806993618808,MTL09,gid://shopify/Location/107681939766,4,PO-A088
806993618808,OLD-806993618808,MTL10,gid://shopify/Location/60899721289,4,PO-A087
806993618808,OLD-806993618808,OTT02,gid://shopify/Location/35316498505,4,PO-A085
